dialog_key,context,response
LCCC-093849,哈哈，我上次回学校就吃了肉包阿姨居然还认识我,你的脸太好记了
LCCC-086568,"翻了这么久，终于找到你的照片了
想我啦",哈哈，旅游照片全是景，人家想看你现在变成啥样了，然而，并没变呀，还是那个发型
LCCC-053803,对啊但我觉得热天穿黑色不舒服呢,夏天不穿都热
ECM-055368,系啊！陈勇哥哥！,以后别给我丢人，几块钱还拿我的名字叫人打折!靠
LCCC-025118,哪有什么胜利可言，挺住就意味着一切。与生活死磕到底。,差的太多了。感觉你也不容易啊
LCCC-016600,"万事皆有可能
现在的女的太现实了",有希望还是挺美好的
ECM-087356,已知有舒妍1只，请问有多少只脚？,2只~我智商没那么低好不好~
ECM-013064,呵呵我也是暑假才开始学的喜欢,是吗？我们一起加油哦！
LCCC-028786,"我会告诉你我每天在3108上自习到两三点吗！
是不是考前一个星期呀！
天天…",那一定不是你大二的时候……不过我记得我们好像在3108碰过的是不是。。><
KDCONV-000492,"你了解《执迷不悔》这首歌曲吗？
有些了解，是王菲演唱的一首流行音乐。
是哪年发行的呀？
1993年2月。
嗯，而且此歌分粤语与普通话两个版本，不过我觉得还是普通话好听。
这个我和一样的感觉，并且我觉得普通话更能让我听出袁惟仁曲配的有多好。
说到他，可是一个了不得的人，为那英、许茹芸、郑秀文这些大牌明星都作过曲。
嗯，为那英更是作了三首歌呢，《征服》、《梦醒了》和《梦一场》。",《征服》更是入围了金曲奖最佳作词最佳作曲奖。
ECM-040257,又去啦,第一次来，木有又啦！
LCCC-069155,"看你好眼熟的样子
是吗",似乎是
LCCC-081331,"要收藏
真的，，要不便宜处理给我也行",里面有好多重要的客片呢
ECM-103349,我看错了，是福特,哈哈，看来我还可以咧！
LCCC-054337,为啥听奶爸同事说现在学校都是讲一半剩下的就留到课外班去讲？真有这种事情？,必须的，你不上课外班，重点你都学不到
ECM-004864,你没听过么？九十年代的时候蛮红的好像,没啊。。。彻底尴尬到了
ECM-027872,回来写总结哈哈,哈哈终于结束了…
LCCC-084271,"生病了吗，好好照顾自己啊
嗯呢，你也是哈。乖
肯定的啊。你在那边要待多久呢",什么要待多久？
LCCC-011596,睡醒啦,嗯。
ECM-064561,这个潜店看起来不错啊,还是要去菲律宾？换个地方吧
LCCC-042451,"哈哈哈哈哈哈，健身房前台也总是冷冰冰，每次去冷冰冰……然后有一天忽然对我笑了！受宠若惊！她问，有梳子吗
哈哈哈哈哈哈哈哈让她用手抓
你咋还没睡，哈哈哈，我当时好自责，自己咋没带梳子啊！对我笑一次太不容易了
东看看西刷刷就这么晚了
喔……和我一样
哈哈哈哈哈哈哈哈我要努力睡了，错过了正点不知道行不行。",一点再睡，坚持一下，还有几分钟尽量早睡别熬夜啊，真不好
KDCONV-002115,"嗯呢，一共90集呢，该剧获得了土星奖
这个我了解全剧原版90集共分四季播出，是一部周六晚间8点黄金档的电视剧。
嗯，看来你专门研究过这部作品吧，知道的这么详细
嗯呢，恰巧前段时间看过，对了你刚才说的土星奖是怎么回事？
土星奖由美国科幻、奇幻和恐怖电影学院创立，表扬对象是最佳科幻、奇幻及恐怖电影
啊，那它最早是什么时间创立的呢？
我没记错的话是1972年
奥，接着你之前说的他的目的就是奖励和推进科幻类及恐怖类佳作呗，少年派的奇幻漂流算是吗？
看来你已经完全理解了，你说的少年派的奇幻漂流还是他的代表作呢
不会吧，我就突然间想到了这个，看来我还是挺上道呢",嗯呢，不错不错，值得栽培
KDCONV-001679,"你好，你去过八达岭国家森林公园吗？
这个地方想当好了，因海拔高（平均750米）、森林茂盛和古长城隔挡作用，公园常年气温比市区低5℃，负氧离子含量很高。",是，我也挺想去的，朋友说这里可以玩3小时-6小时呢，多好啊。
LCCC-005187,"你给我，我就不哭
你还是哭吧~",]没见过你这样的人的~
LCCC-009938,"辣姐那你不喜欢人家了么
谁说的你又不胖",嘻嘻爱你哟辣姐
ECM-033234,请问老爷你的原则是麽子?,说不清。你是准备挑战？
LCCC-021064,"来比赛，看谁先练出腹肌
好啊你输定了！",你等着
LCCC-028524,你们年后还会招吗,最近有在招，年后还要看，不确定。
LCCC-084118,"哎呀呀白富美你再这种就不好玩啦
我连假期都没有，你让我咋个回去
没有我的意思是不要装穷哈哈哈
我要咋样你们才相信我穷",样都不信
LCCC-077847,太阳之子,黑风婆，哪里逃！
LCCC-091640,"王天阔！我喜欢你！
已经晚了请节哀",来的太快就像龙卷风离不开暴风圈来不及逃
LCCC-038843,"内心空虚寂寞？！
啥呀",你怎么发现我了
LCCC-086667,居然可以熬夜做作业，我从来没有经历过啊,学渣的觉悟
LCCC-077751,"害怕
一半已经认证了都是假的",可是还有一半呢
LCCC-020842,那个锦晃星的花有什么用吗～！,没用可以观赏可以掐掉
LCCC-098179,"你多胖我都喜欢
我也是哦，那希望你多胖一点哦",算了吧
LCCC-031737,，真心的吗？哈哈，宝岛太诱惑了,真心的欢迎来玩不过来之前要先告诉我我要先请假～
ECM-025866,嘿嘿，册那~,杨哥哥买刀一秒钟变公公
LCCC-017427,"教师也打算转岗吗？
老师不转岗。有行政人员想转，夭折了。",这次调整挺乱的
LCCC-068978,"睡啦
晚安
抱抱",乖啊
LCCC-028253,"阳光可以暖心
下午沐浴阳光，暖的",我在办公室，见不到太阳
LCCC-038736,下雨了，降温了。,早上起来冷死拉，要多穿衣服阿。
ECM-024770,你哪需要这个,这不都是“才艺双馨”的老艺术家标准给闹的呗！
LCCC-088810,"陛下，您这么帅就不怕丢了江山
我可以用我帅气的容貌以及过人的智慧再打回来！",不愧是睿智的化身，老夫自愧不如
LCCC-071785,"健身打卡
胖了？",其实瘦了好多单纯锻炼身体
LCCC-063217,"一人我饮酒醉
你能喝多少
一杯倒",抬走
LCCC-075338,"明天考试好紧张
所以如果合格，你就要请吃饭。",好，明天请你吃宵夜，敢出来不？
LCCC-056814,"你们是不是昨天跑步太凶了点
不是吧，应该是我们最近吃的太脏了，我早上陪她来医院了",好的求求你们注意身体吧
LCCC-076131,"我是真心讨厌酒这样东西咯，只可以这样说。这样你怎么叫我可以放的开啊
其实我都不喜欢,但是难得一聚,特别和你见见面哇.
小喝可以，一个人能喝多少就多少，你是难得见一下面，不是能得见一下面有机会弄醉我好不好。
讲尼甘葛话,我都醉咧",那就是人的问题咯
KDCONV-001863,你好，我想去月坛公园，可以帮我查一下这个景点能玩多久吗？,差不多1小时左右，你知道景点在什么位置吗？
LCCC-006808,"我们是六号见哈。也不知道曲到底来不来
不晓得，但我知道你要来！",哈哈，那我盛装出现
KDCONV-000681,"分手吧这首歌曲你听过吗？
听过啊，是我很喜欢的一首歌。
还记得是哪年发行的吗？",是1998年发行的。
LCCC-072945,脱了你的棉裤,有没有眼光，哪是棉裤
LCCC-086095,"抱抱
你去哪了",我回去看看你。亲亲你
LCCC-101827,"求心理阴影面积
和伞一样大。。",哈哈，没帘子吗
LCCC-030111,"比如请我吃好吃的什么的
你来请你吃",好滴
LCCC-106621,"你不用担心，有很会说话的好人在等着爱你呢
哎哟~那你咋办",我不怕！我有表情包啊！
KDCONV-000446,"秒速5厘米这部电影你看过吗？
看过啊，很好的一部动画电影。",这部电影的编剧是谁呢？
ECM-018307,而且分地区哦，有的地方下有的地方居然没有,天气不好，人也感到压抑！
LCCC-091105,"昨天完全木有这种待遇，折腾了半天，一个活动都没进去，就在最后上车的时候看到那几秒
之前也遇过在寒风里等很久最后扑空，没关系啦还有下次的，总算也是见了一面的",嗯嗯，已经很开心惹，昨天真的拼了，n次狂奔，到后来都不抱希望惹，真是，没看到也会觉得是一次很有意思的经历了
LCCC-076171,我翻墙刷过，可是我刷完数据不变是怎么回事呢？？？,油管数据一直都是有延迟的，甚至好几个小时都不动，是网站在做后台统计，不要担心继续按教程刷就行
LCCC-029855,老公看不到脸也觉得很帅哦,大概是因为看不到脸哈哈哈哈哈
KDCONV-001315,"中影基地旅游城你去过吗？
去过啊，挺不错的。",这个景点能玩多久呢？
LCCC-011627,"今天周六为啥你还上班
今天周五。你去火星了吗？
天啊我一直以为今天是星期六",你这样不好，老的快
LCCC-053024,"亲爱的，坚持到底
快撑不住了呜呜
发生什么事了吗？",没发生什么，就是觉得自己身体快吃不消了，哎…
LCCC-070043,"我好喜欢你那只猫
那个是学校门口一个店里的～超萌
哪里呢",辣果工坊、但是老板已经带回家了最近因为它太小了…脾气有点暴躁
ECM-055117,这个是紫薇啊?,到底叫紫薇还是叫紫荆，我吃不准。
ECM-029546,系啊准备训啦听日晨早起身返学,我睇直播。哈哈，费事赶头赶命。
KDCONV-000358,"出品时间是1960年06月16日，哪家公司出品的呀？
出品公司是环球宇宙，你知道影片还有哪些其他译名吗？
还有一个译名叫做触目惊心，吓人吧？
是啊，听着就慎得慌，知道影片导演是谁嘛？
影片是由阿尔弗雷德·希区柯克执导的，你知道这个人吗？
知道啊，他拥有美国和英国双重国籍。
知道他出生于哪里吗？
他出生于英国伦敦莱顿斯通，哪年出生的来着？
他出生于1899年8月13日。
原来他是一个狮子座男人啊。",是啊，看来你还挺了解星座呢？
LCCC-063041,我信佛…时信时不信…,跟你一样，时信时不信
KDCONV-000475,"当然知道呀，是萧敬腾演唱的一首歌。
哈哈，看来我是没考住你呀，那我在补充一下，此歌是收录在他的《狂想曲》专辑里。
啊，那咱们在聊聊萧敬腾本人吧，看看都对他有什么了解？
好呀，我知道他是中国台湾比较有名气的流行男歌手。
嗯，确实有些名气，获得过第24届金曲奖最佳国语男歌手奖。
也获得过第11届CCTV-MTV最佳港台男歌手奖。
更是在小巨蛋开个唱的最年轻的歌手。
啊，那他今年多大了呀，我还真是不清楚？
这个清楚，他是1987年03月30日出生，今年三十二岁了。
哇，现在也很年轻吗嘛，他是怎么走进歌坛的呀？",是2007年因参加台湾超级星光大道节目而出道。
KDCONV-001748,"他选择在南非拍摄，一看这样的题材我就特别喜欢。
喜欢这个题材的战争片呗？
是的，而且制作成本也高，1750万美元。
嗯，这样的制作一定会收获很多的大奖了？
获得过2005年欧洲电影奖最佳作曲。
也不错了。
你知道主演都有谁吗？
当然知道了，杰昆·菲尼克斯，苏菲·奥康尼多，唐·钱德尔……
唐·钱德尔的电影我看过不少呢，他的演技爆表啊！
他被评为2008年广播影评协会奖最佳男演员。",还上评过2013年金球奖剧情类最佳男主角。
LCCC-026398,白搭小学的小学生咋这么嚣张呢,没有啊，我平时说话就这样，咋了？
KDCONV-000730,"3小时-5小时。
那开放时间呢？
8:00-17:00。
啊，时间点还真不错，这样我可以去它边上的上宅文化遗址看看。
上宅文化遗址这个景点很值得一看，距今有6000年。
是的，就是冲着远古遗迹而去。
那它的游玩时间需要多久知道吗？
知道，需要3小时。
需要门票吗？
不需要，是免费的。",那它周边还别的景点吗？
ECM-083463,如果这个人这个局领导还在任的话，是当之耻辱民之祸害！,照片上的人是什么人未经考证，反正不会是老百姓
LCCC-030731,我说的那种是像保持器一样的，但是是牙套。每月换一副，可以随时拿掉。贵的肝疼啊。。你戴几年？你们放假多久啊,哇哦。。好像听说过。吃饭的时候去掉貌似。。一年多吧。。。
LCCC-048689,"你这只到处蹭饭的妹纸。
我蹭了几顿了？",好多好多。。
LCCC-083798,"不觉得磨，应该就是跑出来了。滴点洗眼液，转一下眼睛，感觉下
的确，但可以先翻起上下眼皮确认是否还留在眼里，不过也无需太在意，它会在你之后不为意的时候掉出来的…几天或几周吧",你好像很有经验的样子？是不是试过的~~
